अ	[सं.] ना.
राजतेज	ना. [सं.]
राजत्व	ना. [सं.]
राजथला	नाम
राजदण्ड	ना. [सं.]
राजदन्त	ना. [सं.]
राजदया	ना. [सं.]
राजदरबार	ना. [सं. राज+ फा. दरबार]
राजदर्शन	नाम [सं.]
राजदुहिता	नाम [सं.]
राजदूत	ना. [सं.]
राजदूतावास	नाम [सं.]
राजदेवी	नाम
राजद्रोह	ना. [सं.]
राजद्रोहात्मक	वि.
राजद्रोही	वि.
राजद्वार	ना. [सं.]
राजधर्म	ना. [सं.]
राजधानी	ना. [सं.]
राजधान्य	नाम [सं.]
राजधिराज	नाम [प्राने.]
राजधोब	नाम
राजनय	नाम [सं.]
राजनयिक	विशेषण [सं. राज+नी+इक]
राजनीति	ना. [सं.]
राजनीतिक	वि. [सं.]
राजनीतिक कारबाई	ना.
राजनीतिक कारबाही	नाम
राजनीतिक दल	ना.
राजनीतिक नियुक्ति	नाम [सं.]
राजनीतिक पद	नाम [सं.]
राजनीतिक बन्दी	ना.
राजनीतिक भूगोल	ना.
राजनीतिकरण	नाम [सं.]
राजनीतिज्ञ	वि. [सं.]
राजनीतिपीडित	वि. [सं.]
राजनीतिशास्त्र	ना. [सं.]
राजनीतीकरण	ना. [सं.]
राजनेता	नाम [सं.]
राजनैतिक	वि.
राजन्	नाम [सं.]
राजन्य	ना. [सं.]
राजपक्षी	नाम
राजपक्षी/राजपन्छी	ना. [सं.]
राजपगरी	ना. [सं. राज+पट्टक+ई]
राजपङ्खी	नाम
राजपट्ट	नाम [सं.]
राजपण्डित	ना. [सं.]
राजपत्नी	ना. [सं.]
राजपत्र	ना. [सं.]
राजपत्र अनङ्कित	वि.
राजपत्राङ्कित	वि.
राजपत्रित	विशेषण [सं.]
राजपथ	ना. [सं.]
राजपथिक	वि.
राजपद	ना. [सं.]
राजपदवी	नाम [सं.]
राजपदाधिकारी	विशेषण [सं.]
राजपद्धति	ना. [सं.]
राजपरिवार	ना. [सं.]
राजपरिषद्	ना. [सं.]
राजपलाँस	ना. [सं.]
राजपाट	ना. [सं. राज्यपट्ट]
राजपाल	ना. [सं.]
राजपुत	नाम [सं. राजपुत्र]
राजपुतुवार	नाम [नेवा.]
राजपुत्र	ना. [सं.]
राजपुत्री	ना.
राजपुर	नाम
राजपुरुष	ना. [सं.]
राजपुरेत	नाम
राजपुरोहित	ना. [सं.]
राजपुष्पी	नाम [सं.]
राजपूत	ना. [सं. राजपुत्र]
राजपौरोहित्य	नाम [सं.]
राजप्रतिनिधि	ना. [सं.]
राजप्रासाद	ना. [सं.]
राजप्रासाद दीर्घ सेवा पट्ट	ना.
राजप्रासाद दीर्घसेवा पट्ट	नाम [सं.]
राजप्रासाद सेवा पदक	ना.
राजफल	नाम [सं.]
राजफला	नाम [सं.]
राजबन्दी	ना. [सं. राज+बन्दी]
राजबन्धकी	नाम [रज्य+बन्धक+ई]
राजबाँतर	नाम
राजबाडा	नाम
राजबेली	ना. [सं. राजवल्लीका]
राजभक्त	१.
राजभक्ति	नाम [सं.]
राजभण्डारी	नाम
राजभत्ता	नाम
राजभर	नाम
राजभवन	ना. [सं.]
राजभार	ना. [सं.]
राजभारदार	नाम
राजभारा	ना.
राजभाषा	ना. [सं.]
राजभृत्य	नाम [सं.]
राजभोग	ना. [सं.]
राजभोज	ना. [सं.]
राजमण्डल	नाम [सं.]
राजमण्डूक	ना. [सं.]
राजमन्दिर	नाम [सं.]
राजमहल	ना. [सं. राज+ अ. महल]
राजमहिषी	ना. [सं.]
राजमा	नाम
राजमाता	ना. [सं.]
राजमार्ग	ना. [सं.]
राजमिस्त्री	नाम
राजमुकुट	ना. [सं.]
राजमुद्ग	नाम [सं.]
राजमुद्रा	ना. [सं.]
राजयक्ष्मा	नाम [सं.]
राजयान	नाम [सं.]
राजयोग	ना. [सं.]
राजयोगी	विशेषण/ नाम [सं.]
राजयोग्य	विशेषण [सं.]
राजरक्षक	वि. [सं.]
राजरङ्ग	नाम [सं.]
राजरथ	नाम [सं.]
राजराज	ना. [सं.]
राजराजेश्वर	ना. [सं.]
राजराजेश्वरी	ना.
राजरोग	ना. [सं.]
राजरोगी	वि.
राजर्षि	ना. [सं.]
राजलक्षण	ना. [सं.]
राजलक्ष्मी	ना. [सं.]
राजलवट	ना.
राजलिपि	ना. [सं.]
राजवंश	ना. [सं.]
राजवंशी	वि.
राजवल्लभ	विशेषण [सं.]
राजवल्ली	नाम [सं.]
राजवस्त्र	ना. [सं.]
राजवाह	नाम [सं.]
राजवाहक	विशेषण [सं.]
राजविद्या	ना. [सं.]
राजविद्रोह	ना. [सं.]
राजविद्रोही	वि.
राजविराज	ना. [सं.]
राजवृक्ष	ना. [सं.]
राजवृत्त	नाम [सं.]
राजवैद्य	ना. [सं.]
राजशाक	नाम [सं.]
राजशास्त्र	नाम [सं.]
राजशिरोमणि	नाम [सं.]
राजशुक	नाम [सं.]
राजशेखर	नाम [सं.]
राजश्री	ना. [सं.]
राजस	ना. [सं.]
राजसंरक्षक	ना. [सं.]
राजसंस्था	नाम [सं.]
राजसत्ता	ना. [सं.]
राजसत्तात्मक	वि.
राजसदन	ना. [सं.]
राजसभा	ना. [सं.]
राजसयज्ञ	नाम [सं.]
राजसाही	नाम [राजा+साही]
राजसिंहासन	ना. [सं.]
राजसिक	विशेषण [सं.]
राजसी	वि. [सं.]
राजसीठाँट	नाम
राजसीभोज	नाम [सं.]
राजसूय	नाम [राजा+सूय]
राजसेवक	ना. [सं.]
राजसेवा	ना. [सं.]
राजसेवा पदक	नाम [सं.]
राजस्व	ना. [सं.]
राजस्व न्यायालय	वि.
राजहंस	ना. [सं.]
राजहटिया	नाम
राजहठ	नाम [राजा+हठ]
राजहाँस	नाम [राजा+हाँस]
राजहाड	नाम [अस.]
राजहुवा	विशेषण [अस.]
राजा	ना. [सं.]
राजा रउतेलो	नाम
राजाकी मउ	नाम
राजाङ्क	ना.
राजाज्ञा	ना.
राजादेश	नाम [सं.]
राजाधिदेय	नाम [सं.]
राजाधिदेव	ना.
राजाधिराज	नाम [सं.]
राजानुजीवी	विशेषण [सं.]
राजान्न	नाम [सं.]
राजापुर	नाम
राजाफल	नाम [सं.]
राजाम्र	ना.
राजारङ्क	नाम
राजारैका	नाम [प्राने.]
राजार्क	नाम [सं.]
राजालिम	नाम [रा.]
राजालिसा	नाम [रा.]
राजाश्रित	वि.
राजासन	नाम [सं.]
राजिका	ना. [सं.]
राजित	विशेषण [राज्+इत]
राजिती	नाम [रा.]
राजिपोस	नाम [रा.]
राजिबुस	नाम [रा.]
राजी	ना. [अ.]
राजीखुसी	ना.
राजीनामा	ना.
राजीबाजी	ना.
राजु	वि.
राजे	नाम [मने]
राजेन्द्र	ना. [सं.]
राजेन्द्र वीरविक्रम शाह	ना.
राजेलो कटाय	नाम [मने]
राजै	ना. [राजा+ऐ]
राजोचित	विशेषण [राजा+उचित]
राजोपकरण	ना. [सं.]
राजोपजीवी	नाम [सं.]
राजोपाध्याय	नाम [सं.]
राज्जे	नाम
राज्ञी	ना. [सं.]
राज्नु	सकर्मक क्रिया
राज्मा	नाम
राज्य	ना. [सं.]
राज्य परिषद्	नाम [सं.]
राज्य लक्ष्मी	ना.
राज्यकर	नाम [सं.]
राज्यकोष	नाम [सं.]
राज्यक्रान्ति	नाम [सं.]
राज्यच्युत	वि.
राज्यच्युति	वि.
राज्यतन्त्र	ना.
राज्यत्याग	नाम [सं.]
राज्यपरिषद्	ना.
राज्यपाल	ना.
राज्यभङ्ग	नाम [सं.]
राज्यभ्रष्ट	विशेषण [सं.]
राज्यमन्त्री	ना.
राज्यरक्षा	नाम [सं.]
राज्यलक्ष्मी	नाम [सं.]
राज्यविद्रोह	नाम [सं.]
राज्यविपदा	नाम [सं.]
राज्यविप्लव	ना.
राज्यविस्तार	नाम [सं.]
राज्यव्यवस्था	ना.
राज्यश्री	नाम [सं.]
राज्यसंरक्षक	ना.
राज्यसङ्घ	नाम [सं.]
राज्यसत्ता	नाम [सं.]
राज्यसभा	ना.
राज्यसाक्षी	ना.
राज्यसिंहासन	नाम [सं.]
राज्यसुख	नाम [सं.]
राज्यसूची	नाम [सं.]
राज्याङ्ग	ना.
राज्याधिकार	नाम [सं.]
राज्याधिपति	नाम [सं.]
राज्याधिरोहण	नाम [सं.]
राज्याध्यक्ष	नाम [सं.]
राज्याभिषिक्त	विशेषण [सं.]
राज्याभिषेक	ना.
राज्यारोहण	ना.
राज्याश्रित	विशेषण [सं.]
राज्योपकरण	ना.
राठ	नाम [मने]
राठपाठ	नाम
राठी	नाम
राठोर	नाम [नेवा.]
राड	विशेषण
राडार	नाम
राडिनु	अ.क्रि. [राडो+इ+नु]
राडी	ना. [भो. ब.]
राडीचाडी	नाम
राडीडसना	ना.
राडीपदुवा	वि.
राडीपाखी	ना.
राडो	नाम [रडाको]
राडो/राढो	ना. [√ रडाको]
राड्डु	क्रिया
राड्नु	सकर्मक क्रिया
राढिनु	अ.क्रि. [राढो+इ+नु]
राढुङ	नाम [रा.]
राढे	विशेषण
राणा	ना. [सं. राज्ञ]
राणा शासन	नाम [सं.]
राणाकाल	नाम [सं.]
राणातन्त्र	ना.
राणीले पाल्या चेला	नाम
रात	ना. [सं. रात्रि]
रात काट्नु	टुक्का
रात काट्‌टु	टुक्का [सुपने.]
रात छर्लङ्ङ काट्नु	टुक्का
रात छिप्पिनु	टुक्का
रात बियाउनु	टुक्का
रात ब्यउन	टुक्का
रात ब्याउनु	टुक्का
रातछायो	विशेषण
रातटिकी	नाम [रातो+टिको+ई]
रातदिन	ना.
रातबिरात	नाम
रातबिहाल	क्रियाविशेषण
रातमट्याल	विशेषण
रातमाटे	वि. [रातो+माटो+ए]
रातरमिता	नाम
रातरातो	विशेषण
रातसाँझ	क्रियाविशेषण [रात+साँझ]
राताम्मे	विशेषण
राताम्य	विशेषण
रातारात	क्रि.वि. [रात+रात]
राति	क्रियाविशेषण [सं. रात्रि/रात्री]
राति/राती	क्रि.वि. [सं. रात्रि/रात्री]
रातिमासा	क्रियाविशेषण
राती	विशेषण
रातीगेडी	ना. [राती+गेडो+ई]
रातीपिरी	नाम [राती+पिरी]
रातु	वि. [रातो+उ]
राते	वि. [रात+ए]
रातेघाँस	ना.
रातेदही	नाम
रातेमृग	ना.
रातैपिच्छे	क्रियाविशेषण
रातो	वि. [सं. रक्त]
रातो अचानु	ना.
रातो उखु	ना.
रातो कमिलो	ना.
रातो गेवँरा	ना.
रातो चारपाटे	ना.
रातो च्याउ	ना.
रातो जाँड	ना.
रातो टाटो	ना.
रातो पानीबेत	ना.
रातो पान्डा	ना.
रातो बलु	ना.
रातो मत्स्येन्द्रनाथ	ना. [सं. रक्त+मत्स्येन्द्रनाथ]
रातो मन्सरा	ना.
रातो माटो	ना.
रातो मार्सी	ना.
रातो मुख	ना.
रातो मुनियाँ	ना.
रातो रातो	विशेषण
रातो लउन	टुक्का
रातो सिमी	ना.
रातोअचानो	नाम
रातोउखु	नाम
रातोकमिलो	नाम
रातोकार्पेट बिछ्याउनु	टुक्का
रातोगेवँरा	नाम
रातोचारपाटे	नाम
रातोचुच्चे काग	ना.
रातोच्याउ	नाम
रातोजाँड	नाम
रातोटाउके	विशेषण [रातो+टाउको+ए]
रातोटाटो	नाम
रातोडाँठे घाँस	ना.
रातोदिन	क्रि.वि. [रात+दिन]
रातोनुन	नाम
रातोपानीबेत	नाम
रातोपान्डा	नाम
रातोपिरो	वि. [रातो+पिरो]
रातोपिरो हुनु	टुक्का
रातोबत्ती	टुक्का
रातोबलु	नाम
रातोबोडी	नाम [रातो+बोडी]
रातोमत्स्येन्द्रनाथ	नाम
रातोमन्सरा	नाम
रातोमाटो	नाम
रातोमार्सी	नाम
रातोमुख	नाम
रातोमुख लाउनु	टुक्का
रातोमुनियाँ	नाम
रातोलुगा	नाम
रातोस	नाम [रा.]
रातोसारी	नाम
रातोसिमी	नाम
रातोसुप्लो	नाम
रात्तै	निपा.
रात्दास	नाम [रा.]
रात्रि	ना. [सं.]
रात्रि पाठशाला	ना.
रात्रिक	विशेषण [सं.]
रात्रिकक्षा	नाम [सं.]
रात्रिकालीन	विशेषण [सं.]
रात्रिचर	विशेषण [सं.]
रात्रिजल	नाम [सं.]
रात्रिजात	विशेषण [सं.]
रात्रिज्वर	नाम [सं.]
रात्रिदोष	नाम [सं.]
रात्रिपाठ	नाम [सं.]
रात्रिबस	नाम [रात्रि+बस]
रात्रिभोज	ना.
रात्रिसूक्त	नाम [सं.]
रात्रिसेवा	नाम [रात्रि+सेवा]
रात्री	नाम [सं.]
रात्र्यन्ध	वि. [सं.]
राथाङ	नाम [रा.]
राथुम	नाम
राथेचा	नाम [रा.]
रादिङ	नाम
रादिने	नाम [रा.]
रादुङ	नाम [रा.]
रादुहाङ	नाम [रा.]
राद्मी	नाम [रा.]
राधा	ना. [सं.]
राधाकृष्ण	नाम [सं.]
राधिका	ना. [सं.]
राधिथिङ्गे	नाम [रा.]
राधिनासे	वि. [राधिनास (स्थान)+ए]
राधी	ना. [√ रागी]
राधुङछा	नाम [रा.]
राधे	वि. [राग+ए]
राधेपाटे	वि.
राधेय	नाम [सं.]
रानकुन्ठी	नाम [था.]
रानफडाइ	नाम
राना	नाम
राना थारू	[था.]
रानाक	नाम
रानाकोर्सि	क्रियाविशेषण
रानाद्यौ	नाम
रानारुनी	नाम
रानाहो	नाम [रा.]
रानी	ना. [सं. राज्ञी]
रानी अर्चले	ना.
रानी करेला	ना.
रानी तरुल	नाम
रानीअर्चले	नाम
रानीकरेला	नाम
रानीखेत	ना.
रानीचरी	ना.
रानीझाडी	नाम
रानीढकायो	ना.
रानीतरुल	ना.
रानीदेवी	नाम
रानीपोखरी	नाम
रानीबन	ना.
रानीबाँस	ना.
रानीबाबियो	ना.
रानीभलायो	ना.
रानीभ्याकुर	ना.
रानीमहल	नाम
रानीमासु	ना.
रानीमोथे	ना.
रानीमौरी	नाम
रानीवन	नाम
रानीसिन्को	नाम
रानु	ना. [रानी+उ]
रानेरुने	नाम
रानो	ना. [√रानी]]
रानो हराएको मौरी	टुक्का
राप	ना. [सं. रवि]
रापचा	नाम [सुनु.]
रापताप	ना.
रापती	ना.
रापधाचाछा	नाम [रा.]
रापिचा	नाम [जि.]
रापिनु	अ.क्रि. [राप+इनु]
रापिलो	वि. [राप+इलो]
राप्छास	नाम [रा.]
राप्ती	नाम
राप्तीसोनारी	नाम
राप्धाचो	नाम [रा.]
राप्लो	नाम
राफ	नाम
राफसाफ	ना. [अ. रफ्स (हटाएको)+अ. साप]
राफ्टिङ	नाम [अङ्.]
राबडी	ना. [प्रा. रब्बा+अवलेह]
राबुङ	नाम
राब्लो	नाम
राभा	नाम [अस.]
राभ्वाङ्चा	नाम [रा.]
राम	ना. [सं.]
राम राम	विस्मयादिबोधक [सं.]
राम शाह	नाम
राम हेद्‌दु	टुक्का
राम हेर्नु	टुक्का
रामकडेरा	ना.
रामकली	ना.
रामकसुर	ना.
रामकहानी	ना.
रामकृष्ण कुँवर	ना.
रामकेरा	नाम
रामखानी	नाम [मग.]
रामगोपालपुर	नाम
रामग्राम	नाम
रामग्राम स्तूप	नाम
रामचन	नाम
रामचना	नाम
रामचन्द्र	ना.
रामचरित	नाम [सं.]
रामचरितमानस	नाम [सं.]
रामछायाँ	ना.
रामजयन्ती	नाम [सं.]
रामजाली	नाम [मग.]
रामझिँगनी	नाम
रामझुपडी	ना.
रामटारी	नाम [मग.]
रामतिलक	ना.
रामतोरियाँ	ना.
रामदल	ना.
रामदाना	ना.
रामदाम	नाम
रामदूत	नाम [सं.]
रामधाम	नाम
रामधुनी	नाम
रामधुलाइ	नाम
रामनगर	नाम
रामनरवानर	ना.
रामनवमी	ना.
रामनाम	नाम [सं.]
रामनामी	ना.
रामपत्री	ना.
रामपुर	नाम
रामपुरी	ना.
रामप्रसाद राई	नाम
रामप्रिय	नाम [सं.]
रामफटाका	ना.
रामफल	ना.
रामबाँस	नाम
रामभक्त	नाम [सं.]
रामभद्र	नाम [सं.]
रामभरोसा	ना.
रामभरोसी	नाम
रामभरोसे	वि.
रामभिँडा	ना.
रामभिन्डी	नाम
रामभेँडा	नाम
राममन्दिर	ना.
राममाटी	ना.
रामरउस	ना.
रामरगेडा	ना.
रामरज	ना.
रामरमाइलो	नाम
रामरमिता	ना.
रामरस	ना.
रामराज्य	ना.
रामराम	ना.
रामरिट्ठो	ना.
रामरी	क्रियाविशेषण
रामरुम	नाम
रामरुम हुनु	क्रिया
रामरौस	नाम
रामलवण	नाम [सं.]
रामलामी	नाम [मग.]
रामलीला	ना.
रामवाण	ना.
रामवानर	नाम [सं.]
रामशाह	ना.
रामसखा	नाम [सं.]
रामसार	नाम
रामसीता	नाम [राम+सीता]
रामसेवक	नाम [सं.]
रामस्नेही	नाम [सं.]
रामा	ना. [सं.]
रामाइ	ना. [राम्+आइ]
रामानुज	ना. [सं.]
रामापिथेकस	नाम
रामापिथेकस उद्यान	नाम
रामापिथेकस पार्क	नाम
रामायण	ना. [सं.]
रामायण मण्डली	नाम [सं.]
रामारुमी	वि.
रामारोशन	नाम
रामारोसन	नाम
रामिनु	अ.क्रि. [राम्+इ+नु]
रामु	नाम
रामुदामु	नाम
रामेछाप	ना.
रामेश्वर	ना. [सं.]
रामो	ना. [प्रा. रम्प]
रामोराम	ना. [राम+राम]
राम्डो	विशेषण [बहु./ति. राम्डा]
राम्दले	नाम [रा.]
राम्दी	नाम [मग.]
राम्नु	अ.क्रि. [सं. रम्बे]
राम्बाँस	ना. [सं. रम्भवंश]
राम्बाले	नाम [को.]
राम्यरुम्य	क्रियाविशेषण
राम्ररी	क्रि.वि. [राम्रो+गरी]
राम्रो	वि. [सं. रामिल]
राम्रो गति	नाम
राम्रो चलन	नाम
राम्रो चाला	नाम
राम्रो दशा	नाम
राम्रो बेहोरा	नाम
राम्रो मुख	ना.
राय	ना. [फा.]
राय पोख्नु	टुक्का
राय बझाइ	नाम
राय बझाउनु	टुक्का
राय बझोट	नाम
रायङ्ग	नाम [रा.]
रायछनक	ना.
रायफैसला	ना.
रायबझाइ	ना.
रायबाझी फैसला	नाम
रायबाझो	ना. [राय+बाझो]
रायबाटो	नाम
रायमाझी	नाम
रायल	वि. [अङ.]
रायल्टी	ना. [अङ.]
राया	विशेषण
रायो	ना. [सं. राजिका]
रारा	ना. [√रह]
रारा दह	ना.
राराताल	नाम
रारातो	विशेषण
रारादह	नाम
राराम पाल	नाम
राराहाङ	नाम [रा.]
रारी	नाम
रारेन्जे	नाम [जि.]
राल	ना. [सं. लाला]
राल काढ्नु	टुक्का
राल चुहाउनु	टुक्का
रालग्रन्थि	ना.
रालघोल	ना.
रालसिँगान	नाम
रालसिँगान गर्नु	टुक्का
राले	ना.
रालो	ना. [सं. रणन]
राल्फा आन्दोलन	नाम
राव	नाम [था.]
रावण	ना. [सं.]
रावणीय	विशेषण
रावत	नाम [था.]
रावन्ने	ना. [√रावण]
रावन्ने मुला	ना.
रावन्नेमुला	नाम
रावल	नाम
रावाचा	नाम [सुनु.]
रावाबेँसी	नाम
रावाहाङ	नाम [रा.]
राशन	ना. [अङ.]
राशि	ना. [सं.]
राशिचक्र	ना.
राशिनाम	ना.
राशिभोग	नाम [सं.]
राष्ट्र	ना. [सं.]
राष्ट्र परिषद्	ना.
राष्ट्र बैङ्क	ना.
राष्ट्रऋण	ना.
राष्ट्रकवि	नाम [राष्ट्र+कवि]
राष्ट्रगान	नाम [सं.]
राष्ट्रगीत	नाम [सं.]
राष्ट्रघात	नाम [राष्ट्र+घात]
राष्ट्रघातक	वि.
राष्ट्रघाती	वि.
राष्ट्रचिह्न	नाम [सं.]
राष्ट्रद्रोह	नाम [सं.]
राष्ट्रद्रोही	विशेषण [सं.]
राष्ट्रध्वज	नाम [सं.]
राष्ट्रनायक	ना.
राष्ट्रनिर्माण	ना.
राष्ट्रनिर्माता	ना.
राष्ट्रपति	ना.
राष्ट्रपरिषद्	नाम [सं.]
राष्ट्रपाल	ना.
राष्ट्रपिता	नाम [सं.]
राष्ट्रप्रमुख	नाम [सं.]
राष्ट्रप्रेम	नाम [राष्ट्र+प्रेम]
राष्ट्रभक्त	विशेषण [सं.]
राष्ट्रभक्ति	नाम [सं.]
राष्ट्रभाषा	ना.
राष्ट्रभेद	नाम [सं.]
राष्ट्रमण्डल	ना.
राष्ट्रमुद्रा	नाम [सं.]
राष्ट्रलिपि	नाम [सं.]
राष्ट्रवाद	ना.
राष्ट्रवादी	वि.
राष्ट्रवासी	विशेषण/ नाम [सं.]
राष्ट्रविप्लव	ना.
राष्ट्रव्यापी	विशेषण [राष्ट्र+व्यापी]
राष्ट्रसङ्घ	ना.
राष्ट्रसङ्घीय	वि.
राष्ट्रसेवक	ना.
राष्ट्रसेवा	नाम [सं.]
राष्ट्रिय	वि. [सं.]
राष्ट्रिय आय	नाम [सं.]
राष्ट्रिय गान	नाम [सं.]
राष्ट्रिय गीत	नाम [सं.]
राष्ट्रिय चिह्न	नाम [सं.]
राष्ट्रिय जनावर	ना.
राष्ट्रिय झन्डा	ना.
राष्ट्रिय धुन	नाम
राष्ट्रिय निकुञ्ज	ना.
राष्ट्रिय पक्षी	नाम
राष्ट्रिय पञ्चायत	ना.
राष्ट्रिय पन्छी	ना.
राष्ट्रिय पुँजी	ना.
राष्ट्रिय पुँजीपति	ना.
राष्ट्रिय प्रजातन्त्र	ना.
राष्ट्रिय प्रजातन्त्र दिवस	ना.
राष्ट्रिय फुल	ना.
राष्ट्रिय फूल	नाम
राष्ट्रिय बिमा संस्थान	ना.
राष्ट्रिय भाषा	नाम [सं.]
राष्ट्रिय मुद्रा	नाम [सं.]
राष्ट्रिय रङ	नाम
राष्ट्रिय रङ्ग	ना.
राष्ट्रिय वाणिज्य बैङ्क	ना.
राष्ट्रिय विकास सेवा	ना.
राष्ट्रिय विभूति	ना.
राष्ट्रिय सभा	नाम [सं.]
राष्ट्रिय समाचार समिति	ना.
राष्ट्रिय सरकार	नाम
राष्ट्रिय सुरक्षा	नाम [सं.]
राष्ट्रिय सेवा दल	ना.
राष्ट्रियकरण	ना.
राष्ट्रियकृत	वि.
राष्ट्रियगान	ना.
राष्ट्रियगीत	ना.
राष्ट्रियता	ना.
राष्ट्रोत्थान	ना. [सं.]
राष्ट्रोन्नति	ना. [सं.]
रास	ना. [सं. राशि]
रास मास्नु	टुक्का
रास हाल्नु	टुक्का
रासक	ना. [सं.]
रासका रास	ना.
रासकोट	नाम
रासन	ना. [अङ.]
रासन कार्ड	ना.
रासनकार्ड	नाम [अङ्.]
रासनाच	नाम
रासनृत्य	ना. [सं.]
रासलीला	ना. [सं.]
रासस	[संक्षे.]
रासायन	वि. [सं.]
रासायनिक	वि. [सं.]
रासायनिक उर्जा	ना.
रासायनिक ऊर्जा	नाम [सं.]
रासायनिक परिवर्तन	ना.
रासायनिक प्रतिक्रिया	ना.
रासिनु	नाम
रासेश्वरी	नाम [सं.]
रासैरास	ना. [√ रसबस]
रासोबासो	ना. [√ रसबस]
रास्कोटी	नाम
रास्ता	नाम [फा.]
रास्नालु	नाम [को.]
राह	ना. [फा.]
राहत	ना.
राहतकार्य	नाम
राहतकोष	नाम
राहतदानी	ना.
राहदानी	नाम
राहा	ना. [अ. राय]
राहाङ	नाम [रा.]
राहिँलो	विशेषण
राहित्य	नाम [रहित+य]
राही	ना. [√ राह ई]
राहु	ना. [सं.]
राहु कि दासा	नाम
राहु ग्रास	ना.
राहुकेतु	नाम [राहु+केतु]
राहुग्रह	नाम [सं.]
राहुग्रास	नाम [सं.]
राहुराकस	विशेषण
राहुल	नाम
रि झाअन्य बाँ	नाम [मग.]
रिँगटा	नाम [सं. रिङ्गण]
रिँगटे	विशेषण
रिँगा	नाम
रिँगाइ	ना. [√रिंग् (+ आइ)]
रिँगाइनु	कर्मवाच्य क्रिया
रिँगाउनु	प्रेरणार्थक क्रिया
रिँगिनु	अकर्मक क्रिया
रिँगो	नाम
रिँग्नु	अकर्मक क्रिया [सं. रिङ्गण+नु]
रिँग्ने	विशेषण
रिँधराँध	नाम
रिँधाइ	नाम
रिँधाइनु	कर्मवाच्य क्रिया
रिँधाउनु	प्रेरणार्थक क्रिया
रिँधिनु	क.क्रि.
रिँध्नु	स.क्रि. [सं. रघ्+नु]
रिंगटा	ना. [सं. रिङ्गण]
रिंगटे	वि.
रिंगा	ना.
रिंगाइनु	क.क्रि.
रिंगाउनु	प्रे.क्रि.
रिंगिनु	अ.क्रि.
रिंग्नु	अ.क्रि. [सं. रिङ्ङ्गण+नु]
रिंग्ने	वि.
रिउँरिउँ	नाम [अमू. (द्वि.) रिउँ]
रिउटो	विशेषण
रिउलीओखड	नाम
रिउलो	नाम
रिकबँच	नाम [अव.]
रिकर्ड	नाम [अङ्.]
रिकर्ड/रिकाट	ना. [अङ. रेकर्डे]
रिकाट	नाम [अङ्.]
रिकाटबाजा	नाम
रिकापी	ना. [फा. रकाबी]
रिकाब	ना. [अ.]
रिकाब द्वार	ना.
रिकाबद्वार	नाम
रिकाबी	नाम [फा. रकाबी]
रिकुट	ना. [अङ. रिक्रुट]
रिकुटे	ना.
रिक्त	वि. [सं.]
रिक्तता	ना.
रिक्तपद	नाम [सं.]
रिक्ता	ना. [सं.]
रिक्थ	ना. [सं.]
रिक्थ पत्र	ना.
रिक्थपत्र	नाम [सं.]
रिक्थी	नाम
रिक्बिर्‍याट	क्रियाविशेषण
रिक्रुट	नाम [अङ्.]
रिक्सा	ना. [जापा. जित्रिकिशा]
रिक्साचालक	नाम
रिक्सावाल	नाम [आ. रिक्सा+वाल]
रिखी	ना. [सं. ऋषि]
रिखी डोरो	ना.
रिखी तर्पनी	ना.
रिखी पञ्चमी	ना.
रिखीडोरो	नाम
रिखीतर्पनी	नाम
रिखीपञ्चमी	नाम
रिखीमुनि	नाम
रिगरिग	नाम
रिगेल	नाम [मग.]
रिङ	ना. [अङ. रिङ्ङ्ग]
रिङखड	नाम [सं.]
रिङगटे	नाम
रिङटा	ना. [√ रिंगटो]
रिङटे	वि.
रिङनु	क्रिया
रिङन्या	विशेषण
रिङभाटा खेलाउनु	टुक्का
रिङरोड	नाम [अङ्.]
रिङाइ	नाम [रिङ्+आइ]
रिङाइनु	क.क्रि.
रिङाउनु	प्रेरणार्थक क्रिया
रिङाली	नाम
रिङालुङ	नाम [रा.]
रिङिनु	भाववाच्य क्रिया
रिङिलो	विशेषण
रिङ्गटा	नाम
रिङ्गिन	नाम [ल्होपा.]
रिङ्गी गुम्बा	ना. [भो.ब.]
रिङ्गीगुम्बा	नाम [भोब.]
रिङ्गै	क्रि.वि. [√ रिंग ऐ]
रिङ्गो	विशेषण
रिङ्गौटा	नाम
रिङ्ङारिङ्ङाइ	क्रियाविशेषण
रिङ्नु	अकर्मक क्रिया [रिँग्नु]
रिङ्याँ	नाम
रिचा	नाम [सं. ऋचा]
रिचार्ज	नाम [आ.]
रिचो	ना. [सं. ऋचा]
रिजर्भ	ना. [अङ.]
रिजल्ट	नाम [अङ्.]
रिजापति	नाम [मग.]
रिजाल	नाम
रिजिमन्ट	वि. [अङ. रेजिमेन्ट]
रिजुन	सकर्मक क्रिया
रिझ	ना. [अ. रिजा]
रिझनु	अ.क्रि.
रिझाइनु	क.क्रि.
रिझाउनु	स.क्रि.
रिझान	नाम
रिझालु	विशेषण
रिझोक	विशेषण
रिझौनी	नाम
रिझ्नु	अकर्मक क्रिया
रिट	ना. [अङ.]
रिटक	ना.
रिटनिवेदन	नाम
रिटनी	नाम
रिटाइ	ना. [√रिटाउ (+आइ)]
रिटाइनु	क.क्रि.
रिटाइबरे	क्रियाविशेषण
रिटाउनी	नाम
रिटाउनु	स.क्रि. [सं. रति+आउनु]
रिटान	नाम
रिटायर	वि. [अङ. रिटायर्ड]
